"2020-06-15 00:01:08 - Shutting down ExecutorService 'applicationTaskExecutor'
""2020-06-15 00:01:12 - Starting FindthatbookApplication on Manishas-MBP with PID 39304 (/Users/manisha.kumari/Desktop/findthatbook/target/classes started by manisha.kumari in /Users/manisha.kumari/Desktop/findthatbook)
""2020-06-15 00:07:08 - Tomcat initialized with port(s): 8082 (http)
""2020-06-15 00:07:08 - Starting service [Tomcat]
""2020-06-15 00:07:08 - Starting Servlet engine: [Apache Tomcat/9.0.35]
""2020-06-15 00:07:08 - Initializing Spring embedded WebApplicationContext
""2020-06-15 00:07:08 - Root WebApplicationContext: initialization completed in 872 ms
""2020-06-15 00:07:08 - Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
""2020-06-15 00:07:08 - Opened connection [connectionId{localValue:1, serverValue:47}] to localhost:27017
""2020-06-15 00:07:08 - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=8, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=2256091}
""2020-06-15 00:07:08 - LiveReload server is running on port 35729
""2020-06-15 00:07:09 - Initializing ExecutorService 'applicationTaskExecutor'
""2020-06-15 00:07:09 - Tomcat started on port(s): 8082 (http) with context path ''
""2020-06-15 00:07:09 - Started FindthatbookApplication in 1.761 seconds (JVM running for 2.329)
""2020-06-15 00:07:16 - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-06-15 00:07:16 - Initializing Servlet 'dispatcherServlet'
""2020-06-15 00:07:16 - Completed initialization in 6 ms
""2020-06-15 00:07:21 - Opened connection [connectionId{localValue:2, serverValue:48}] to localhost:27017
""2020-06-15 00:07:22 - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.ClassCastException: org.json.JSONObject cannot be cast to org.json.JSONArray] with root cause
"java.lang.ClassCastException: org.json.JSONObject cannot be cast to org.json.JSONArray
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadResponseProcessor.saveAndProcessResults(GoodReadResponseProcessor.java:47)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadSearchImpl.getResultsFromBookReadApi(GoodReadSearchImpl.java:53)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadSearchImpl.findBooks(GoodReadSearchImpl.java:29)
	at com.testvagrant.booknamechallenge.findthatbook.controller.SearchBookController.findBook(SearchBookController.java:40)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:105)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:879)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:793)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:634)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:373)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:868)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1590)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
"2020-06-15 00:10:20 - Shutting down ExecutorService 'applicationTaskExecutor'
""2020-06-15 00:10:20 - Closed connection [connectionId{localValue:2, serverValue:48}] to localhost:27017 because the pool has been closed.
""2020-06-15 00:10:23 - Starting FindthatbookApplication on Manishas-MBP with PID 39401 (/Users/manisha.kumari/Desktop/findthatbook/target/classes started by manisha.kumari in /Users/manisha.kumari/Desktop/findthatbook)
""2020-06-15 00:10:23 - No active profile set, falling back to default profiles: default
""2020-06-15 00:10:23 - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-06-15 00:10:23 - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-06-15 00:10:24 - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
""2020-06-15 00:10:24 - Finished Spring Data repository scanning in 36ms. Found 1 MongoDB repository interfaces.
""2020-06-15 00:10:24 - Tomcat initialized with port(s): 8082 (http)
""2020-06-15 00:10:24 - Starting service [Tomcat]
""2020-06-15 00:10:24 - Starting Servlet engine: [Apache Tomcat/9.0.35]
""2020-06-15 00:10:24 - Initializing Spring embedded WebApplicationContext
""2020-06-15 00:10:24 - Root WebApplicationContext: initialization completed in 874 ms
""2020-06-15 00:10:24 - Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
""2020-06-15 00:10:24 - Opened connection [connectionId{localValue:1, serverValue:49}] to localhost:27017
""2020-06-15 00:10:24 - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=8, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=2205531}
""2020-06-15 00:10:24 - LiveReload server is running on port 35729
""2020-06-15 00:10:25 - Initializing ExecutorService 'applicationTaskExecutor'
""2020-06-15 00:10:25 - Tomcat started on port(s): 8082 (http) with context path ''
""2020-06-15 00:10:25 - Started FindthatbookApplication in 1.742 seconds (JVM running for 2.274)
""2020-06-15 00:10:31 - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-06-15 00:10:31 - Initializing Servlet 'dispatcherServlet'
""2020-06-15 00:10:31 - Completed initialization in 4 ms
""2020-06-15 00:10:40 - Opened connection [connectionId{localValue:2, serverValue:50}] to localhost:27017
""2020-06-15 00:10:41 - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.json.JSONException: JSONObject["isbn"] is not an int.] with root cause
"org.json.JSONException: JSONObject["isbn"] is not an int.
	at org.json.JSONObject.getInt(JSONObject.java:603)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadResponseProcessor.saveAndProcessResults(GoodReadResponseProcessor.java:64)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadSearchImpl.getResultsFromBookReadApi(GoodReadSearchImpl.java:53)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadSearchImpl.findBooks(GoodReadSearchImpl.java:29)
	at com.testvagrant.booknamechallenge.findthatbook.controller.SearchBookController.findBook(SearchBookController.java:40)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:105)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:879)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:793)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:634)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:373)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:868)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1590)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
"2020-06-15 00:12:48 - Shutting down ExecutorService 'applicationTaskExecutor'
""2020-06-15 00:12:48 - Closed connection [connectionId{localValue:2, serverValue:50}] to localhost:27017 because the pool has been closed.
""2020-06-15 00:12:53 - Starting FindthatbookApplication on Manishas-MBP with PID 39421 (/Users/manisha.kumari/Desktop/findthatbook/target/classes started by manisha.kumari in /Users/manisha.kumari/Desktop/findthatbook)
""2020-06-15 00:12:53 - No active profile set, falling back to default profiles: default
""2020-06-15 00:12:53 - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-06-15 00:12:53 - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-06-15 00:12:53 - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
""2020-06-15 00:12:53 - Finished Spring Data repository scanning in 35ms. Found 1 MongoDB repository interfaces.
""2020-06-15 00:12:53 - Tomcat initialized with port(s): 8082 (http)
""2020-06-15 00:12:53 - Starting service [Tomcat]
""2020-06-15 00:12:53 - Starting Servlet engine: [Apache Tomcat/9.0.35]
""2020-06-15 00:12:53 - Initializing Spring embedded WebApplicationContext
""2020-06-15 00:12:53 - Root WebApplicationContext: initialization completed in 785 ms
""2020-06-15 00:12:54 - Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
""2020-06-15 00:12:54 - Opened connection [connectionId{localValue:1, serverValue:51}] to localhost:27017
""2020-06-15 00:12:54 - Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=8, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=2181230}
""2020-06-15 00:12:54 - LiveReload server is running on port 35729
""2020-06-15 00:12:54 - Initializing ExecutorService 'applicationTaskExecutor'
""2020-06-15 00:12:54 - Tomcat started on port(s): 8082 (http) with context path ''
""2020-06-15 00:12:54 - Started FindthatbookApplication in 1.641 seconds (JVM running for 2.941)
""2020-06-15 00:12:59 - Initializing Spring DispatcherServlet 'dispatcherServlet'
""2020-06-15 00:12:59 - Initializing Servlet 'dispatcherServlet'
""2020-06-15 00:12:59 - Completed initialization in 5 ms
""2020-06-15 00:13:05 - Opened connection [connectionId{localValue:2, serverValue:52}] to localhost:27017
""2020-06-15 00:13:07 - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.json.JSONException: JSONObject["isbn"] is not an int.] with root cause
"org.json.JSONException: JSONObject["isbn"] is not an int.
	at org.json.JSONObject.getInt(JSONObject.java:603)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadResponseProcessor.saveAndProcessResults(GoodReadResponseProcessor.java:65)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadSearchImpl.getResultsFromBookReadApi(GoodReadSearchImpl.java:53)
	at com.testvagrant.booknamechallenge.findthatbook.serviceImpl.GoodReadSearchImpl.findBooks(GoodReadSearchImpl.java:29)
	at com.testvagrant.booknamechallenge.findthatbook.controller.SearchBookController.findBook(SearchBookController.java:40)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:105)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:879)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:793)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1040)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:943)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1006)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:898)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:634)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:883)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:741)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:231)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:53)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:119)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:193)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:166)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:202)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:139)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:343)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:373)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:868)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1590)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:748)
